BAUM_CODE,PLOTID,BAUMNR,ZWIESELNR,Code,Northing,Easting,Elevation,BAUMART20,BHD20,hKA20,hBAUM20,KRAFT20,SCHIRM20,VITALITAET,S1_Verletz,S2_WKB20,S3_TRO20,S4_FAEULE2,S5_PILZKON,S6_PILZson,S7_SCHAELU,S8_BORKK20,S9_SONSTIG,S10_ETS20,S11_UL_Ste,S12_RUSS20,BEMERKUNG2,BEMERKUNG3,BEMERKUNG4,ca,cl
P82.B31.0,82,31,0,BAUM,5687830.7565775,315356.329975604,108.837472767082,Que_rob,29.2,14.1999998092651,24.7999992370605,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,2 = mittel,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,26.125109093199516,1
P82.B32.0,82,32,0,BAUM,5687834.00956414,315360.311547637,108.810751432143,Ace_pse,6.2,1.60000002384186,4.5,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,2 = mittel,2 = mittel,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.65720654010456,2
P82.B33.0,82,33,0,BAUM,5687835.92091069,315360.343347387,108.793929637634,Ace_pse,5.5,2.70000004768372,5.09999990463257,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.27907271579335,2
P82.B34.0,82,34,0,BAUM,5687833.65392236,315355.273143885,108.840034595923,Ace_pse,12.6,1.39999997615814,3.29999995231628,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,3 = stark,3 = stark,1 = leicht,2 = mittel,1 = leicht,1 = leicht,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,rote Pusteln,NA,NA,16.63058994471039,2
P82.B35.0,82,35,0,BAUM,5687831.00379471,315350.74954563,108.881615403644,Que_rob,44.2,13.1999998092651,29.7000007629395,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,43.742698795872364,1
P82.B36.0,82,36,0,BAUM,5687830.93227624,315344.423479693,108.78027174841,Car_bet,26.7,2.70000004768372,22.3999996185303,4 = beherrscht/unterdrueckt,3 = teilweise,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,44.52631741145734,1
P82.B37.0,82,37,0,BAUM,5687829.06706632,315344.468044671,108.780138608091,Car_bet,24.7,5,14.8999996185303,4 = beherrscht/unterdrueckt,3 = teilweise,3 = kuemmernd,1 = leicht,2 = mittel,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,40.814080956550015,1
P82.B38.0,82,38,0,BAUM,5687822.96238732,315349.860694305,108.799468736735,Car_bet,26.8,5.40000009536743,21.1000003814697,4 = beherrscht/unterdrueckt,2 = nein,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,44.714639037162556,1
P82.B39.0,82,39,0,BAUM,5687820.64207335,315348.680328597,108.788496271946,Ulm_spe,8.3,4.09999990463257,8.80000019073486,5 = ganz unterstaendig,3 = teilweise,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.18883581961364,1
P82.B40.0,82,40,0,BAUM,5687820.72389234,315349.217627034,108.796343453606,Ulm_spe,7.6,2,5,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.854693148117944,2
P82.B41.0,82,41,0,BAUM,5687819.67419444,315351.998121646,108.747654007288,Ulm_spe,7.9,1.39999997615814,2.70000004768372,5 = ganz unterstaendig,3 = teilweise,3 = kuemmernd,3 = stark,3 = stark,0 = kein Schaden,3 = stark,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,2 = deutlicher Befall,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.99653406701927,2
P82.B42.0,82,42,0,BAUM,5687822.04777617,315351.962833028,108.753949646607,Car_bet,23.1,2.79999995231628,6.90000009536743,4 = beherrscht/unterdrueckt,3 = teilweise,3 = kuemmernd,2 = mittel,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,umgedrückt,NA,NA,37.92125878834711,2
P82.B43.0,82,43,0,BAUM,5687806.52626729,315355.02798425,108.7271568896,Til_cor,6.9,0.899999976158142,3.90000009536743,5 = ganz unterstaendig,3 = teilweise,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,liegend,NA,NA,8.531526305331692,2
P82.B44.1,82,44,1,BAUM,5687805.74020262,315353.605034094,108.765071659887,Til_cor,9.7,1.5,7.30000019073486,5 = ganz unterstaendig,3 = teilweise,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.891376922075528,1
P82.B44.2,82,44,2,BAUM,5687805.87202751,315353.662991513,108.763971481722,Til_cor,5.8,1.20000004768372,5.59999990463257,5 = ganz unterstaendig,3 = teilweise,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.045092865190314,2
P82.B46.0,82,46,0,BAUM,5687817.31745049,315343.117270105,108.668947789879,Car_bet,18.3,2,13.6000003814697,4 = beherrscht/unterdrueckt,3 = teilweise,1 = ueppig,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,29.679902352912283,2
P82.B47.0,82,47,0,BAUM,5687813.00802561,315344.283653159,108.737234396854,Til_cor,11.2,1.5,9.30000019073486,4 = beherrscht/unterdrueckt,3 = teilweise,1 = ueppig,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.697390487392937,2
P82.B48.0,82,48,0,BAUM,5687811.49423766,315346.301938066,108.77139608966,Car_bet,6.1,1.39999997615814,7.59999990463257,5 = ganz unterstaendig,3 = teilweise,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,11.89692305173202,2
P82.B49.0,82,49,0,BAUM,5687807.39570705,315346.035922891,108.842451725387,Que_rob,45.9,14.8000001907349,33.7000007629395,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,46.54378361583406,1
P82.B50.0,82,50,0,BAUM,5687806.40629689,315344.714874026,108.782830247489,Til_cor,7.2,2.40000009536743,7.40000009536743,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.66870330500405,2
P82.B51.0,82,51,0,BAUM,5687806.6433443,315343.59599953,108.763773003835,Til_cor,5.8,1.89999997615814,6.5,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.045092865190314,2
P82.B52.0,82,52,0,BAUM,5687805.26370795,315346.391869932,108.816181195542,Til_cor,13,1.79999995231628,10.3999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,11.742196000389779,2
P82.B53.1,82,53,1,BAUM,5687801.15245866,315350.561131904,108.756390606272,Ace_pse,10.9,5.09999990463257,9.89999961853027,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,15.479189765501575,1
P82.B53.2,82,53,2,BAUM,5687801.10283146,315350.223025334,108.779887755334,Ace_pse,10.3,3,4.90000009536743,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,2 = mittel,2 = mittel,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,15.09008172963664,2
P82.B54.0,82,54,0,BAUM,5687800.94199372,315346.830913991,108.750916275917,Ace_pse,8.1,4.09999990463257,10.5,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,3 = stark,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,13.737022756263237,2
P82.B55.0,82,55,0,BAUM,5687798.79856214,315344.5036437,108.684961919727,Ace_pse,10.2,2.20000004768372,8.5,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,3 = stark,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,15.026085548681772,2
P82.B56.0,82,56,0,BAUM,5687802.30885406,315345.608481972,108.761835412163,Til_cor,5.7,1.39999997615814,7.09999990463257,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.002133623299882,2
P82.B57.0,82,57,0,BAUM,5687802.67753815,315345.1572839,108.753974424532,Til_cor,9.8,2.59999990463257,8.30000019073486,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.943360557068022,2
P82.B58.0,82,58,0,BAUM,5687802.29222174,315342.406579546,108.745133635544,Ace_pse,12.1,3.79999995231628,13.6000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,16.284300717571092,2
P82.B59.0,82,59,0,BAUM,5687802.9843332,315341.733822362,108.691909706288,Til_cor,6.4,2,7.5,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.307233316052715,2
P82.B60.0,82,60,0,BAUM,5687808.03769764,315345.911751824,108.823962071632,Ace_pse,5.8,1.70000004768372,6.59999990463257,5 = ganz unterstaendig,3 = teilweise,3 = kuemmernd,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.439863864362993,2
P82.B61.0,82,61,0,BAUM,5687808.39731974,315341.257008482,108.762153249442,Til_cor,8.5,2.09999990463257,8.89999961853027,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.286367180328334,2
P82.B62.0,82,62,0,BAUM,5687807.25617442,315339.643494426,108.75624859239,Til_cor,7.8,1,7.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.94902818303147,2
P82.B63.0,82,63,0,BAUM,5687807.4767294,315339.161746838,108.737812269979,Til_cor,6,0.699999988079071,5.09999990463257,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.131634154629474,2
P82.B64.0,82,64,0,BAUM,5687810.2588106,315339.865535063,108.724225711772,Ace_pse,5.2,3.09999990463257,8.19999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.12016009460988,2
P82.B65.0,82,65,0,BAUM,5687810.60456192,315341.986870775,108.758124760798,Til_cor,10.8,2.29999995231628,9.10000038146973,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.47687601545861,2
P82.B66.0,82,66,0,BAUM,5687810.3855498,315338.741995372,108.735654884686,Til_cor,6.1,1.79999995231628,6,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.175218009209125,2
P82.B67.0,82,67,0,BAUM,5687813.41535264,315342.450842556,108.741533594771,Til_cor,5.5,1.79999995231628,5.40000009536743,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,2 = mittel,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.916833449569739,2
P82.B68.0,82,68,0,BAUM,5687812.79958649,315333.491807178,108.763139454234,Car_bet,32.4,4.80000019073486,27.6000003814697,3 = mitherrschend,3 = teilweise,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,55.63657807456118,1
P82.B69.0,82,69,0,BAUM,5687811.15257054,315332.527005391,108.787339499314,Car_bet,33.2,13.1999998092651,24.6000003814697,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,57.251625606112086,1
P82.B70.0,82,70,0,BAUM,5687817.96439322,315336.537262601,108.766759965402,Car_bet,44.8,5.80000019073486,32.5999984741211,3 = mitherrschend,3 = teilweise,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,81.68379512519746,1
P82.B71.0,82,71,0,BAUM,5687824.90308299,315342.238013954,108.737349547847,Ace_pla,6.5,1.79999995231628,8.19999980926514,5 = ganz unterstaendig,3 = teilweise,3 = kuemmernd,1 = leicht,0 = kein Schaden,3 = stark,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.82245378286656,2
P82.B72.0,82,72,0,BAUM,5687824.19670776,315340.590302054,108.722553930787,Ace_pse,5.2,3,5.69999980926514,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,bogenlampe,NA,NA,12.12016009460988,2
P82.B73.0,82,73,0,BAUM,5687824.30346155,315335.999655164,108.840096296927,Fra_exc,51.5,13.8000001907349,35.4000015258789,2 = herrschend,2 = nein,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,57.142428862421795,1
P82.B74.0,82,74,0,BAUM,5687824.66323434,315332.972062753,108.821964737789,Fra_exc,37.1,16.3999996185303,25.7999992370605,3 = mitherrschend,2 = nein,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,33.94684066018237,1
P82.B75.0,82,75,0,BAUM,5687822.31385405,315329.250570627,108.735317858388,Car_bet,41.5,9,33.7999992370605,3 = mitherrschend,3 = teilweise,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,74.59693477909111,1
P82.B76.0,82,76,0,BAUM,5687821.96310966,315327.704024463,108.724979683243,Car_bet,19,2.29999995231628,17.3999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,30.839548269652727,1
P82.B77.0,82,77,0,BAUM,5687817.64765019,315326.299181856,108.725212624914,Car_bet,32,13.8999996185303,23.5,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,54.83374461454418,1
P82.B78.0,82,78,0,BAUM,5687820.01529101,315323.368106261,108.708833971316,Car_bet,28.9,8.69999980926514,21.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,48.72633087651479,1
P82.B79.0,82,79,0,BAUM,5687821.17472161,315322.492967583,108.673308121199,Car_bet,18.3,1.70000004768372,13.3999996185303,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,29.679902352912283,2
P82.B80.0,82,80,0,BAUM,5687825.30596949,315321.466984927,108.685448478158,Ace_pla,9.5,4.90000009536743,11,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,14.584857230491897,2
P82.B81.0,82,81,0,BAUM,5687827.10432142,315324.959432439,108.822373524776,Fra_exc,58,13.3999996185303,32,2 = herrschend,2 = nein,3 = kuemmernd,2 = mittel,2 = mittel,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,72.19302712285702,1
P82.B82.0,82,82,0,BAUM,5687834.89123358,315341.593004615,108.870248968286,Car_bet,26,4.90000009536743,20,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,43.21519680664083,1
P82.B83.0,82,83,0,BAUM,5687837.42286472,315340.191458113,108.796523934,Car_bet,14.7,1.89999997615814,10.1000003814697,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,Krone belastet durch  THS10,NA,NA,23.951637006259478,1
P82.B84.0,82,84,0,BAUM,5687837.40928825,315341.689159378,108.87404309103,Car_bet,16.5,2.09999990463257,10.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,26.766081981942552,1
P82.B85.0,82,85,0,BAUM,5687839.25427202,315341.570436364,108.827188736156,Car_bet,25.5,5.69999980926514,17.5,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,42.2864259021103,1
P82.B86.0,82,86,0,BAUM,5687839.76908323,315346.603848006,108.754990994231,Ace_pla,8.9,4,9.80000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,14.215922803017138,1
P82.B87.0,82,87,0,BAUM,5687836.8724997,315349.150147414,108.795354534202,Que_rob,41,12.5,28.7000007629395,3 = mitherrschend,2 = nein,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,38.962979606967664,1
P82.B88.0,82,88,0,BAUM,5687837.57465959,315349.397461521,108.829102300762,Ace_pla,5.2,3.29999995231628,7.5,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,2 = mittel,0 = kein Schaden,2 = mittel,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.12016009460988,2
P82.B89.0,82,89,0,BAUM,5687837.78313812,315350.057623406,108.842377364723,Ace_pla,7.9,3.29999995231628,12.3000001907349,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,13.619582806177776,2
P82.B90.0,82,90,0,BAUM,5687836.9389907,315350.268870845,108.864782844431,Ace_pla,8.9,4,11.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,14.215922803017138,2
P82.B91.0,82,91,0,BAUM,5687840.74397594,315349.638886056,108.845170712831,Que_rob,36,13.8000001907349,19.2000007629395,3 = mitherrschend,3 = teilweise,3 = kuemmernd,1 = leicht,2 = mittel,2 = mittel,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,32.680535644459894,2
P82.B92.0,82,92,0,BAUM,5687839.8827433,315351.710382998,108.881193804149,Ace_pla,8.9,3.29999995231628,11.3000001907349,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,14.215922803017138,2
P82.B93.0,82,93,0,BAUM,5687834.84052358,315353.436031924,108.873026737128,Que_rob,36.3,16.2000007629395,22,3 = mitherrschend,3 = teilweise,3 = kuemmernd,2 = mittel,2 = mittel,2 = mittel,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,33.019726970283216,2
P82.B94.0,82,94,0,BAUM,5687836.75536682,315359.602943237,108.836609640275,Que_rob,33,14.3999996185303,24.5,3 = mitherrschend,2 = nein,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,29.531450626867098,2
